random,itemtype,format,objectid,title,relative_link,nexttitle,nextobjectid,nextlink,prevtitle,prevobjectid,prevlink
3704,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0272,Unknown,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0272,Swainson's Thrush,ballcreek-smallclearing-swainsonsthrushsong,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong,Cud,ballcreek-smallclearing-whitetailchewingcudinforeground,mapitem.html?id=ballcreek-smallclearing-whitetailchewingcudinforeground
16354,trailcam,video/avi,ballcreek-smallclearing-swainsonsthrushsong,Swainson's Thrush,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong,Sans Doe,two-mouth-meadow-imag0043,mapitem.html?id=two-mouth-meadow-imag0043,Unknown,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0272,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0272
13145,trailcam,image/jpg,two-mouth-meadow-imag0043,Sans Doe,mapitem.html?id=two-mouth-meadow-imag0043,Bull in the Fog,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226,Swainson's Thrush,ballcreek-smallclearing-swainsonsthrushsong,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong
10460,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226,Bull in the Fog,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226,Swainson's Thrush,ballcreek-smallclearing-swainsonsthrushsong2,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong2,Sans Doe,two-mouth-meadow-imag0043,mapitem.html?id=two-mouth-meadow-imag0043
19973,trailcam,video/avi,ballcreek-smallclearing-swainsonsthrushsong2,Swainson's Thrush,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong2,Marmot Wrestle,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,Bull in the Fog,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0226
6574,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,Marmot Wrestle,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,Unnamed Evening,twomouth-unnamedlake-imag0089,mapitem.html?id=twomouth-unnamedlake-imag0089,Swainson's Thrush,ballcreek-smallclearing-swainsonsthrushsong2,mapitem.html?id=ballcreek-smallclearing-swainsonsthrushsong2
11455,trailcam,image/jpg,twomouth-unnamedlake-imag0089,Unnamed Evening,mapitem.html?id=twomouth-unnamedlake-imag0089,Wet Bear,ballcreek-cedarrub-wetblackbearrubdismount,mapitem.html?id=ballcreek-cedarrub-wetblackbearrubdismount,Marmot Wrestle,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotwrestle20605
10186,trailcam,video/avi,ballcreek-cedarrub-wetblackbearrubdismount,Wet Bear,mapitem.html?id=ballcreek-cedarrub-wetblackbearrubdismount,Yellow Bird,salmopriest-criticalhabitatsnowytopsouthbasin-imag0034,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0034,Unnamed Evening,twomouth-unnamedlake-imag0089,mapitem.html?id=twomouth-unnamedlake-imag0089
17851,trailcam,video/avi,salmopriest-criticalhabitatsnowytopsouthbasin-imag0034,Yellow Bird,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0034,Caribou Drop,BRW2C6FC95F0646_000314,mapitem.html?id=BRW2C6FC95F0646_000314,Wet Bear,ballcreek-cedarrub-wetblackbearrubdismount,mapitem.html?id=ballcreek-cedarrub-wetblackbearrubdismount
9501,contextual,image/jpg,BRW2C6FC95F0646_000314,Caribou Drop,mapitem.html?id=BRW2C6FC95F0646_000314,Hare Today,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259,Yellow Bird,salmopriest-criticalhabitatsnowytopsouthbasin-imag0034,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0034
741,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259,Hare Today,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259,Velvet Morning,two-mouth-meadow-imag0110,mapitem.html?id=two-mouth-meadow-imag0110,Caribou Drop,BRW2C6FC95F0646_000314,mapitem.html?id=BRW2C6FC95F0646_000314
15687,trailcam,image/jpg,two-mouth-meadow-imag0110,Velvet Morning,mapitem.html?id=two-mouth-meadow-imag0110,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0129,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0129,Hare Today,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0259
13331,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0129,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0129,Spruce Shadow,two-mouth-meadow-imag0039,mapitem.html?id=two-mouth-meadow-imag0039,Velvet Morning,two-mouth-meadow-imag0110,mapitem.html?id=two-mouth-meadow-imag0110
17077,trailcam,image/jpg,two-mouth-meadow-imag0039,Spruce Shadow,mapitem.html?id=two-mouth-meadow-imag0039,Blank Day,salmopriest-criticalhabitat-salmodivide535rim-imag0098,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0098,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0129,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0129
8260,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0098,Blank Day,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0098,Rainy Dawn,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,Spruce Shadow,two-mouth-meadow-imag0039,mapitem.html?id=two-mouth-meadow-imag0039
11269,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,Rainy Dawn,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,Ray Kresek on eating caribou roadkill in the 1970s,ray-kresek-caribou-meat,mapitem.html?id=ray-kresek-caribou-meat,Blank Day,salmopriest-criticalhabitat-salmodivide535rim-imag0098,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0098
13685,oralhistory,video/mp4,ray-kresek-caribou-meat,Ray Kresek on eating caribou roadkill in the 1970s,mapitem.html?id=ray-kresek-caribou-meat,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0126,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126,Rainy Dawn,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215
14490,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0126,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126,Exit Stage Left,ballcreek-smallclearing-bullmoosewalksofftotheleft,mapitem.html?id=ballcreek-smallclearing-bullmoosewalksofftotheleft,Ray Kresek on eating caribou roadkill in the 1970s,ray-kresek-caribou-meat,mapitem.html?id=ray-kresek-caribou-meat
12306,trailcam,video/avi,ballcreek-smallclearing-bullmoosewalksofftotheleft,Exit Stage Left,mapitem.html?id=ballcreek-smallclearing-bullmoosewalksofftotheleft,Coming Down,twomouth-aboveroad-imag0064,mapitem.html?id=twomouth-aboveroad-imag0064,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0126,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0126
2356,trailcam,video/mp4,twomouth-aboveroad-imag0064,Coming Down,mapitem.html?id=twomouth-aboveroad-imag0064,Wild Elk,pittsburgh_daily_post_sun__feb_2__1913_,mapitem.html?id=pittsburgh_daily_post_sun__feb_2__1913_,Exit Stage Left,ballcreek-smallclearing-bullmoosewalksofftotheleft,mapitem.html?id=ballcreek-smallclearing-bullmoosewalksofftotheleft
13225,contextual,image/jpg,pittsburgh_daily_post_sun__feb_2__1913_,Wild Elk,mapitem.html?id=pittsburgh_daily_post_sun__feb_2__1913_,Coyote ,salmopriest-criticalhabitat-salmodivide535rim-imag0051,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0051,Coming Down,twomouth-aboveroad-imag0064,mapitem.html?id=twomouth-aboveroad-imag0064
3949,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0051,Coyote ,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0051,Cow In Rain,twomouth-unnamedlake-imag0086,mapitem.html?id=twomouth-unnamedlake-imag0086,Wild Elk,pittsburgh_daily_post_sun__feb_2__1913_,mapitem.html?id=pittsburgh_daily_post_sun__feb_2__1913_
19134,trailcam,image/jpg,twomouth-unnamedlake-imag0086,Cow In Rain,mapitem.html?id=twomouth-unnamedlake-imag0086,Approach,ballcreek-smallclearing-cowmooseapproachesfromright,mapitem.html?id=ballcreek-smallclearing-cowmooseapproachesfromright,Coyote ,salmopriest-criticalhabitat-salmodivide535rim-imag0051,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0051
1196,trailcam,video/avi,ballcreek-smallclearing-cowmooseapproachesfromright,Approach,mapitem.html?id=ballcreek-smallclearing-cowmooseapproachesfromright,Fanny Pack,salmopriest-criticalhabitat-salmodivide535rim-imag0028,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0028,Cow In Rain,twomouth-unnamedlake-imag0086,mapitem.html?id=twomouth-unnamedlake-imag0086
4778,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0028,Fanny Pack,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0028,Nighttime Stroll ,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249,Approach,ballcreek-smallclearing-cowmooseapproachesfromright,mapitem.html?id=ballcreek-smallclearing-cowmooseapproachesfromright
7028,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249,Nighttime Stroll ,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249,Hermit At Dawn,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030,Fanny Pack,salmopriest-criticalhabitat-salmodivide535rim-imag0028,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0028
13386,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030,Hermit At Dawn,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030,Subalpines,twomouth-unnamedlake-imag0033,mapitem.html?id=twomouth-unnamedlake-imag0033,Nighttime Stroll ,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0249
3698,trailcam,image/jpg,twomouth-unnamedlake-imag0033,Subalpines,mapitem.html?id=twomouth-unnamedlake-imag0033,Setup,ballcreek-streamcrossing-camsetup,mapitem.html?id=ballcreek-streamcrossing-camsetup,Hermit At Dawn,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0030
150,trailcam,video/avi,ballcreek-streamcrossing-camsetup,Setup,mapitem.html?id=ballcreek-streamcrossing-camsetup,Doe Gaze Night,salmopriest-criticalhabitat-salmodivide535rim-imag0044,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0044,Subalpines,twomouth-unnamedlake-imag0033,mapitem.html?id=twomouth-unnamedlake-imag0033
1724,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0044,Doe Gaze Night,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0044,Blank,salmopriest-criticalhabitat-salmodivide535rim-imag0111,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0111,Setup,ballcreek-streamcrossing-camsetup,mapitem.html?id=ballcreek-streamcrossing-camsetup
2662,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0111,Blank,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0111,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0130,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0130,Doe Gaze Night,salmopriest-criticalhabitat-salmodivide535rim-imag0044,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0044
10673,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0130,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0130,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0148,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0148,Blank,salmopriest-criticalhabitat-salmodivide535rim-imag0111,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0111
2746,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0148,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0148,Cloud Shadow Redux,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0130,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0130
16046,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,Cloud Shadow Redux,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,Feeding Time,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0148,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0148
19538,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,Feeding Time,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,Exit,ballcreek-smallclearing-whitetaildoewalksawayfromcamera,mapitem.html?id=ballcreek-smallclearing-whitetaildoewalksawayfromcamera,Cloud Shadow Redux,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201
17725,trailcam,video/avi,ballcreek-smallclearing-whitetaildoewalksawayfromcamera,Exit,mapitem.html?id=ballcreek-smallclearing-whitetaildoewalksawayfromcamera,UFO,salmopriest-criticalhabitat-bearpipe-imag0366,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0366,Feeding Time,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277
15950,trailcam,video/mp4,salmopriest-criticalhabitat-bearpipe-imag0366,UFO,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0366,Day on the Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0078,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0078,Exit,ballcreek-smallclearing-whitetaildoewalksawayfromcamera,mapitem.html?id=ballcreek-smallclearing-whitetaildoewalksawayfromcamera
1201,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0078,Day on the Loop,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0078,Cow Moose Approach,ballcreek-smallclearing-cowmooseapproach,mapitem.html?id=ballcreek-smallclearing-cowmooseapproach,UFO,salmopriest-criticalhabitat-bearpipe-imag0366,mapitem.html?id=salmopriest-criticalhabitat-bearpipe-imag0366
7660,trailcam,image/jpg,ballcreek-smallclearing-cowmooseapproach,Cow Moose Approach,mapitem.html?id=ballcreek-smallclearing-cowmooseapproach,Muggers and Gunners,BRW2C6FC95F0646_000315,mapitem.html?id=BRW2C6FC95F0646_000315,Day on the Loop,salmopriest-criticalhabitat-salmodivide535rim-imag0078,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0078
14602,contextual,image/jpg,BRW2C6FC95F0646_000315,Muggers and Gunners,mapitem.html?id=BRW2C6FC95F0646_000315,Not Much There,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,Cow Moose Approach,ballcreek-smallclearing-cowmooseapproach,mapitem.html?id=ballcreek-smallclearing-cowmooseapproach
2037,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,Not Much There,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,Mule Doe Departs Right,salmopriest-criticalhabitat-salmodivide535rim-imag0060,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0060,Muggers and Gunners,BRW2C6FC95F0646_000315,mapitem.html?id=BRW2C6FC95F0646_000315
4330,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0060,Mule Doe Departs Right,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0060,Cedar Hemlock,cedar-hemlock,mapitem.html?id=cedar-hemlock,Not Much There,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207
2418,trailcam,image/jpg,cedar-hemlock,Cedar Hemlock,mapitem.html?id=cedar-hemlock,Snowshoe,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,Mule Doe Departs Right,salmopriest-criticalhabitat-salmodivide535rim-imag0060,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0060
17026,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,Snowshoe,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,Summer Coat,salmopriest-criticalhabitat-salmodivide535rim-imag0086,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0086,Cedar Hemlock,cedar-hemlock,mapitem.html?id=cedar-hemlock
8084,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0086,Summer Coat,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0086,Noon Shadow,salmopriest-criticalhabitatsnowytopsouthbasin-imag0021,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0021,Snowshoe,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279
13314,trailcam,image/jpg,salmopriest-criticalhabitatsnowytopsouthbasin-imag0021,Noon Shadow,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0021,Jack Departs,salmopriest-criticalhabitatsnowytopsouthbasin-imag0001,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0001,Summer Coat,salmopriest-criticalhabitat-salmodivide535rim-imag0086,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0086
1329,trailcam,image/jpg,salmopriest-criticalhabitatsnowytopsouthbasin-imag0001,Jack Departs,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0001,Cow Moose Looking at Cam,ballcreek-smallclearing-cowmooselookingatcam,mapitem.html?id=ballcreek-smallclearing-cowmooselookingatcam,Noon Shadow,salmopriest-criticalhabitatsnowytopsouthbasin-imag0021,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0021
1864,trailcam,image/jpg,ballcreek-smallclearing-cowmooselookingatcam,Cow Moose Looking at Cam,mapitem.html?id=ballcreek-smallclearing-cowmooselookingatcam,Gregg Servheen on Mountain Caribou Field Biology,gregg-servheen-on-mountain-caribou-field-biology,mapitem.html?id=gregg-servheen-on-mountain-caribou-field-biology,Jack Departs,salmopriest-criticalhabitatsnowytopsouthbasin-imag0001,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0001
7740,oralhistory,video/avi,gregg-servheen-on-mountain-caribou-field-biology,Gregg Servheen on Mountain Caribou Field Biology,mapitem.html?id=gregg-servheen-on-mountain-caribou-field-biology,Whitetail Leap,salmopriest-criticalhabitat-salmodivide535rim-imag0048,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0048,Cow Moose Looking at Cam,ballcreek-smallclearing-cowmooselookingatcam,mapitem.html?id=ballcreek-smallclearing-cowmooselookingatcam
14239,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0048,Whitetail Leap,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0048,Trigger Unknown,salmopriest-criticalhabitatsnowytopsouthbasin-imag0004,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0004,Gregg Servheen on Mountain Caribou Field Biology,gregg-servheen-on-mountain-caribou-field-biology,mapitem.html?id=gregg-servheen-on-mountain-caribou-field-biology
4365,trailcam,video/avi,salmopriest-criticalhabitatsnowytopsouthbasin-imag0004,Trigger Unknown,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0004,Camera Retrieval ,salmopriest-criticalhabitat-salmodivide535rim-imag0180,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0180,Whitetail Leap,salmopriest-criticalhabitat-salmodivide535rim-imag0048,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0048
9943,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0180,Camera Retrieval ,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0180,Socked In,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,Trigger Unknown,salmopriest-criticalhabitatsnowytopsouthbasin-imag0004,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0004
10686,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,Socked In,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,Elk Browse 2.0,ballcreek-streamcrossing-elkbrowse2.0,mapitem.html?id=ballcreek-streamcrossing-elkbrowse2.0,Camera Retrieval ,salmopriest-criticalhabitat-salmodivide535rim-imag0180,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0180
5952,trailcam,image/jpg,ballcreek-streamcrossing-elkbrowse2.0,Elk Browse 2.0,mapitem.html?id=ballcreek-streamcrossing-elkbrowse2.0,Mom Bleat,salmopriest-criticalhabitatsnowytopsouthbasin-imag0016,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0016,Socked In,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225
10302,trailcam,video/avi,salmopriest-criticalhabitatsnowytopsouthbasin-imag0016,Mom Bleat,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0016,Cow Departs,salmopriest-criticalhabitat-salmodivide535rim-imag0071,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0071,Elk Browse 2.0,ballcreek-streamcrossing-elkbrowse2.0,mapitem.html?id=ballcreek-streamcrossing-elkbrowse2.0
19924,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0071,Cow Departs,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0071,Jackass,salmopriest-criticalhabitat-salmodivide535rim-imag0027,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0027,Mom Bleat,salmopriest-criticalhabitatsnowytopsouthbasin-imag0016,mapitem.html?id=salmopriest-criticalhabitatsnowytopsouthbasin-imag0016
5235,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0027,Jackass,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0027,Critical Shadows,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,Cow Departs,salmopriest-criticalhabitat-salmodivide535rim-imag0071,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0071
15484,trailcam,image/jpg,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,Critical Shadows,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0136,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0136,Jackass,salmopriest-criticalhabitat-salmodivide535rim-imag0027,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0027
1580,trailcam,image/jpg,salmopriest-criticalhabitat-salmodivide535rim-imag0136,Wind Trigger,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0136,Dusky Morning,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011,Critical Shadows,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,mapitem.html?id=salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289
1307,trailcam,video/avi,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011,Dusky Morning,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011,Face,twomouth-unnamedlake-imag0102,mapitem.html?id=twomouth-unnamedlake-imag0102,Wind Trigger,salmopriest-criticalhabitat-salmodivide535rim-imag0136,mapitem.html?id=salmopriest-criticalhabitat-salmodivide535rim-imag0136
3764,trailcam,image/jpg,twomouth-unnamedlake-imag0102,Face,mapitem.html?id=twomouth-unnamedlake-imag0102,Doe Browsing,ballcreek-smallclearing-nicelylitdoebrowsing,mapitem.html?id=ballcreek-smallclearing-nicelylitdoebrowsing,Dusky Morning,salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011,mapitem.html?id=salmopriest-criticalhabitat-littlesnowysaddlesouth-imag0011
13172,trailcam,video/avi,ballcreek-smallclearing-nicelylitdoebrowsing,Doe Browsing,mapitem.html?id=ballcreek-smallclearing-nicelylitdoebrowsing,Whitetail ,two-mouth-meadow-imag221,mapitem.html?id=two-mouth-meadow-imag221,Face,twomouth-unnamedlake-imag0102,mapitem.html?id=twomouth-unnamedlake-imag0102
17212,trailcam,image/jpg,two-mouth-meadow-imag221,Whitetail ,mapitem.html?id=two-mouth-meadow-imag221,Two Mouth Lakes Encounter,two-mouth-lakes-encounter,mapitem.html?id=two-mouth-lakes-encounter,Doe Browsing,ballcreek-smallclearing-nicelylitdoebrowsing,mapitem.html?id=ballcreek-smallclearing-nicelylitdoebrowsing
